property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type
flat,housing apna enclave,sector 4,0.39,4105.0,2,2,1,-1,undefined,1895.9498700623699,950.0,750.0,0,0,0,0,0,2
flat,assotech blith,sector 99,1.6,6667.0,3,4,No,15  ,undefined,1895.9498700623699,2400.0,1254.0,0,0,0,0,0,2
flat,pareena mi casa,sector 68,1.7,8504.0,4,4,3,2  ,new Property,1999.0,1600.0,1254.0,0,0,0,0,0,2
flat,suncity heights,sector 54,3.25,14118.0,3,3,3,0,old property,1895.9498700623699,1600.0,2302.0,0,0,0,1,0,0
flat,lotus homz,sector 111,0.6,8450.0,2,2,3,9  ,new Property,1895.9498700623699,1600.0,710.0,0,0,0,0,0,2
flat,ramson kshitij sec-95 gurugram,sector 95,0.27,2700.0,2,2,No,1  ,undefined,1000.0,1600.0,550.0,0,0,0,0,0,2
flat,maruti vihar colony,chakkarpur,0.95,8886.0,2,1,1,1  ,old property,1895.9498700623699,1600.0,1069.0,0,0,0,0,0,2
flat,m3m heights,sector 65,2.65,18492.0,2,2,3,4  ,new Property,1433.0,1600.0,1254.0,1,0,0,0,0,2
flat,supertech basera,sector 79,0.36,7643.0,2,2,1,4  ,new Property,1895.9498700623699,546.0,471.0,0,0,0,0,0,2
flat,signature global the millennia,sector 37d,0.55,9166.0,2,2,3,3  ,new Property,600.0,1600.0,1254.0,0,0,0,0,0,2
flat,m3m soulitude,sector 89,1.32,16923.0,3,3,3,1  ,under construction,1895.9498700623699,1600.0,780.0,0,0,0,0,0,2
flat,raheja vanya,sector 99a,0.59,3975.0,2,2,3,1  ,under construction,1252.13,1600.0,1254.0,0,0,0,0,1,2
flat,"ganpati apartment  2, laxman vihar phase 1",laxman vihar,0.45,4705.0,2,2,1,0,relativelt new,1895.9498700623699,1600.0,850.0,0,0,0,0,0,2
flat,ramprastha the atrium,sector 37d,0.9,6225.0,3,3,2,13  ,relativelt new,1285.0,1185.0,975.0,0,0,0,0,0,1
flat,m3m golfestate,sector 79,1.4,10000.0,2,2,2,4  ,undefined,1895.9498700623699,1600.0,1400.0,1,1,1,0,0,1
flat,eldeco accolade,sohna,0.95,6542.0,2,2,3,6  ,new Property,1452.0,1600.0,849.0,1,0,0,0,0,0
flat,m3m heights,sector 65,3.0,18000.0,3,3,3,20  ,under construction,1828.0,1600.0,1254.0,0,0,0,0,0,2
flat,m3m heights,sector 65,3.67,17990.0,3,3,2,27  ,under construction,2040.0,1600.0,1254.0,0,1,0,0,0,2
flat,m3m heights,sector 65,3.29,17997.0,3,3,3,33  ,new Property,1828.0,1600.0,1254.0,0,0,0,0,0,2
flat,m3m heights,sector 65,2.33,18477.0,2,2,3,35  ,under construction,1261.0,1600.0,1254.0,0,0,0,0,0,0
flat,m3m heights,sector 65,2.79,14168.0,3,3,3,26  ,new Property,1828.0,1600.0,1254.0,0,0,0,0,0,2
flat,south city 1 floors,sector 41,3.4,11724.0,4,4,3,0,undefined,1895.9498700623699,2900.0,1254.0,0,0,0,0,0,2
flat,allure homes,sector 12,0.72,7272.0,2,2,1,2  ,relativelt new,1895.9498700623699,1600.0,990.0,0,0,0,0,1,0
flat,zara aavaas,sector 104,0.4,7036.0,2,2,1,4  ,relativelt new,568.46,1600.0,1254.0,0,0,0,0,0,2
flat,sidhartha ncr one phase,sector 95,0.56,4105.0,2,2,2,10  ,relativelt new,1364.0,1600.0,1254.0,0,0,0,0,0,0
flat,chd avenue,sector 71,1.1,6790.0,3,3,3,11  ,relativelt new,1620.0,1600.0,1254.0,0,0,0,0,1,2
flat,ramprastha the edge towers,sector 37d,0.71,5420.0,2,2,3,10  ,new Property,1310.0,1100.0,1000.0,0,0,0,0,1,2
flat,supertech araville,sector 79,0.78,6024.0,2,2,3,0,new Property,1295.0,1600.0,1254.0,0,0,0,0,1,2
flat,imperia aashiyara,sector 37c,0.4,5882.0,2,2,3,3  ,under construction,1895.9498700623699,1600.0,680.0,0,0,0,0,0,2
flat,la vida by tata housing,sector 113,1.85,11716.0,3,2,2,7  ,new Property,1579.0,1600.0,1254.0,0,0,0,0,0,2
flat,shapoorji pallonji joyville gurugram,sector 102,1.1,12181.0,2,2,1,8  ,under construction,903.0,1600.0,1254.0,0,0,0,0,0,2
flat,smart world orchard,sector 61,1.41,12250.0,2,2,2,2  ,under construction,1895.9498700623699,1150.0,1254.0,1,0,0,0,0,2
flat,supertech araville,sector 79,1.45,7455.0,3,3,3,3  ,relativelt new,1895.9498700623699,1600.0,1945.0,0,0,0,0,0,2
flat,smart world orchard,sector 61,2.2,13500.0,3,3,2,1  ,under construction,1895.9498700623699,1600.0,1600.0,0,0,0,0,0,2
flat,unitech the residences,sector 33,1.1,9909.0,2,2,3,9  ,moderately old,1110.0,1100.0,1000.0,0,0,0,0,0,0
flat,emaar imperial gardens,sector 102,2.05,9876.0,3,4,3,14  ,relativelt new,1895.9498700623699,1600.0,2025.0,0,1,0,0,0,2
flat,sare homes,sector 92,0.6,5000.0,3,2,3,4  ,moderately old,1895.9498700623699,1600.0,1200.0,0,0,0,0,0,0
flat,greenopolis,sector 89,0.8,4820.0,2,3,3,8  ,under construction,1660.0,1600.0,1254.0,1,0,0,0,1,2
flat,pivotal devaan,sector 84,0.41,7032.0,2,2,2,10  ,new Property,583.0,565.0,483.0,0,0,0,0,0,0
flat,today callidora,sector 73,0.9,5548.0,3,3,3,3  ,under construction,1895.9498700623699,1622.0,1254.0,0,1,0,0,0,2
flat,"m m residency, krishna colony, gurgaon",krishna colony,0.54,5888.0,2,2,1,3  ,relativelt new,1895.9498700623699,1600.0,900.0,0,0,0,0,0,2
flat,signature global park 4,sector 36 sohna,0.82,7585.0,3,2,2,2  ,new Property,1081.0,1600.0,650.0,0,0,0,0,0,2
flat,chd avenue,sector 71,1.0,6734.0,3,3,3,3  ,relativelt new,1485.0,1600.0,1254.0,0,0,0,0,0,0
flat,park royal apartment,sector 56,1.85,9024.0,3,4,3,7  ,old property,1895.9498700623699,1600.0,2050.0,0,1,0,0,0,2
flat,vatika boulevard residences and heights,sector 83,1.42,8000.0,3,3,2,2  ,relativelt new,1895.9498700623699,1600.0,1775.0,0,0,0,0,0,0
flat,signature global the millennia,sector 37d,0.55,9166.0,2,2,3,3  ,new Property,850.0,610.0,600.0,0,0,0,0,0,2
flat,m3m heights,sector 65,2.29,15980.0,2,2,3,8  ,under construction,1895.9498700623699,1600.0,1433.0,1,0,0,0,0,2
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.0,2,2,2,12  ,new Property,915.0,1600.0,600.0,0,0,0,0,0,2
flat,tulip monsella,sector 53,8.25,28000.0,3,4,3,8  ,under construction,2940.0,1600.0,1254.0,0,1,0,0,0,1
flat,shyamkunj ashok vihar pahse 2,ashok vihar phase 2,0.3,4444.0,2,2,1,1  ,relativelt new,1895.9498700623699,1600.0,675.0,0,0,0,0,0,2
flat,godrej nature plus,sector-33 sohna,1.65,14335.0,2,2,3,1  ,under construction,1895.9498700623699,1600.0,1151.0,0,0,0,0,0,2
flat,m3m heights,sector 65,1.99,15793.0,2,2,2,26  ,under construction,1260.0,1600.0,1254.0,0,0,0,0,0,2
flat,m3m the marina,sector 68,1.0,12500.0,2,2,3,21  ,relativelt new,1895.9498700623699,1600.0,800.0,0,0,0,0,0,2
flat,emaar digihomes,sector 62,4.25,26562.0,3,3,3,8  ,under construction,1895.9498700623699,1600.0,1600.0,1,0,0,0,0,2
flat,umang monsoon breeze,sector 78,1.25,5000.0,4,4,3,2  ,relativelt new,2350.0,2300.0,2000.0,0,1,0,1,1,2
flat,mapsko paradise,sector 83,0.95,6300.0,3,3,3,1  ,moderately old,1895.9498700623699,1600.0,1340.0,0,0,0,0,0,2
flat,cancon enclave,sector 4,1.05,7777.0,3,2,2,2  ,new Property,1895.9498700623699,1600.0,1350.0,0,0,0,0,0,0
flat,tata primanti,sector 72,4.1,14100.0,4,5,3,39  ,new Property,2905.0,1600.0,1254.0,0,1,0,0,1,2
flat,mrg world ultimus,sector 90,0.5,6983.0,2,2,2,1  ,under construction,1895.9498700623699,1600.0,716.0,0,0,0,0,0,2
flat,sonata group housing gh 24,sector 1 imt manesar,1.65,5892.0,4,3,3,8  ,new Property,1895.9498700623699,1600.0,2800.0,0,1,0,0,0,2
flat,bptp pedestal,sector 70a,1.6,10158.0,3,3,3,2  ,new Property,1895.9498700623699,1600.0,1575.0,0,1,0,0,1,2
flat,smart world orchard,sector 61,2.1,13750.0,3,2,3,3  ,under construction,1549.0,1600.0,1500.0,0,0,0,0,0,2
flat,hsiidc sidco aravali,sector 1 imt manesar,0.9,3648.0,4,4,3,7  ,moderately old,2467.0,1600.0,1254.0,0,0,0,0,0,2
flat,godrej aria,sector 79,1.1,7772.0,2,2,3,4  ,new Property,1351.0,1600.0,1254.0,0,0,0,0,0,0
flat,assotech blith,sector 99,0.92,6739.0,2,2,3,22  ,under construction,1365.0,1600.0,1254.0,0,0,0,0,0,2
flat,sare crescent parc,sector 92,0.7,5556.0,3,3,2,14  ,under construction,1895.9498700623699,140.0,1254.0,0,0,0,0,0,2
flat,unitech vistas,sector 70,0.99,6325.0,3,4,2,11  ,under construction,1565.0,1600.0,1254.0,0,0,0,0,0,2
flat,supertech araville,sector 79,0.71,6061.0,2,2,3,17  ,new Property,1295.0,1600.0,1250.0,0,0,0,0,1,2
flat,ansal housing highland park,sector 103,0.88,6429.0,2,2,3,3  ,new Property,1361.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip white,sector 69,0.91,6862.0,3,2,2,12  ,moderately old,1895.9498700623699,1600.0,1326.0,0,0,0,0,0,2
flat,mapsko casa bella,sector 82,1.25,6377.0,3,4,3,8  ,under construction,1960.0,1600.0,1254.0,0,0,0,0,0,2
flat,unitech uniworld gardens,sector 47,1.05,10531.0,2,2,2,3  ,relativelt new,1895.9498700623699,1600.0,997.0,0,0,0,0,0,0
flat,ild grand,sector 37c,0.66,5038.0,2,2,3,14  ,undefined,1895.9498700623699,1310.0,1254.0,0,0,0,0,0,2
flat,m3m capital,sector 113,1.83,13969.0,2,2,No,7  ,undefined,1895.9498700623699,1310.0,1254.0,0,0,0,0,0,2
flat,unitech vistas,sector 70,0.53,4800.0,2,2,2,9  ,under construction,1095.0,1600.0,1254.0,0,0,0,0,1,2
flat,ramprastha the edge towers,sector 37d,0.8,5797.0,2,2,3,2  ,relativelt new,1380.0,1300.0,1200.0,0,0,0,0,0,2
flat,smart world gems,sector 89,1.71,12000.0,3,2,No,3  ,undefined,1895.9498700623699,1423.0,1254.0,0,0,0,0,0,2
flat,sapphire eighty three,sector 83,0.65,9286.0,1,1,No,6  ,undefined,1895.9498700623699,700.0,1254.0,0,0,0,0,0,2
flat,pareena coban residences,sector 99a,1.3,6510.0,3,3,No,16  ,undefined,1895.9498700623699,1997.0,1254.0,0,0,0,0,0,2
flat,sare crescent parc,sector 92,0.82,5384.0,3,3,3,12  ,undefined,1895.9498700623699,1523.0,1254.0,0,0,0,0,0,2
flat,dlf the grove,sector 54,5.7,41245.0,3,3,3,1  ,undefined,1895.9498700623699,1382.0,1254.0,0,0,0,0,0,2
flat,baani city center,sector 63,0.88,10945.0,1,1,2,4  ,undefined,1895.9498700623699,804.0,600.0,0,0,0,0,0,2
flat,indiabulls enigma,sector 110,4.0,9851.0,4,4,3,17  ,new Property,1895.9498700623699,3350.0,1254.0,0,0,0,0,0,2
flat,ss the leaf,sector 85,1.93,8075.0,3,4,3,7  ,relativelt new,2408.0,2400.0,2390.0,0,1,0,0,0,2
flat,smart world one dxp,sector 113,3.45,13269.0,4,4,3,11  ,under construction,2600.0,1600.0,1254.0,1,1,0,0,0,0
flat,sukhshanti apartment,sector 56,1.7,7727.0,3,3,3,4  ,moderately old,1895.9498700623699,2200.0,1610.0,1,0,0,0,0,2
flat,m3m golfestate,sector 65,6.15,15998.0,3,5,3,1  ,relativelt new,1895.9498700623699,1600.0,3844.0,0,1,0,0,0,1
flat,bestech park view residency,palam vihar,1.4,7865.0,3,3,3,6  ,old property,1780.0,1600.0,1254.0,0,0,0,0,0,1
flat,ss almeria,sector 84,1.48,7400.0,3,3,2,1  ,new Property,2000.0,1600.0,1294.0,0,1,1,0,0,0
flat,jmd gardens,sector 33,3.25,7510.0,4,4,3,17  ,old property,1895.9498700623699,1600.0,4328.0,0,1,0,0,0,0
flat,cghs agrim apartment,kanahi,1.49,8514.0,3,2,3,1  ,old property,1895.9498700623699,1600.0,1750.0,0,0,0,0,0,0
flat,global hill view,sector-11 sohna,0.3,4599.0,2,2,2,16  ,relativelt new,1895.9498700623699,1600.0,761.0,0,0,0,0,0,2
flat,ireo victory valley,sector 67,3.49,13000.0,3,3,3,19  ,relativelt new,1895.9498700623699,1600.0,2452.0,0,1,0,0,0,2
flat,emaar digihomes,sector 62,2.15,14257.0,2,2,3,31  ,under construction,1895.9498700623699,1600.0,1508.0,0,0,0,0,0,2
flat,godrej nature plus,sector-33 sohna,1.4,9333.0,2,2,3,14  ,under construction,1500.0,1600.0,1385.0,0,0,0,0,0,2
flat,dlf carlton estate,dlf phase 5,2.0,14214.0,3,3,2,5  ,moderately old,1407.0,1600.0,1254.0,0,0,0,0,0,2
flat,smart world orchard,sector 61,2.3,14110.0,3,3,2,2  ,under construction,1630.0,1600.0,1254.0,1,0,0,0,0,2
flat,signature global park,sohna,0.54,7248.0,2,1,3,1  ,new Property,1895.9498700623699,1600.0,745.0,0,0,0,0,0,2
flat,railway officers rpf society,sector 9a,1.25,6921.0,4,3,3,1  ,old property,1895.9498700623699,1600.0,1806.0,0,1,0,0,0,0
flat,godrej air,sector 85,1.05,10603.0,2,2,1,15  ,under construction,1895.9498700623699,97.0,92.0,0,0,0,0,0,2
flat,emaar mgf palm hills,sector 77,1.25,8620.0,3,4,3,1  ,relativelt new,1895.9498700623699,1600.0,1450.0,0,1,0,0,0,0
flat,maruti vihar,sector 28,1.0,9090.0,1,1,1,1  ,old property,1100.0,1600.0,1254.0,1,0,0,1,0,0
flat,vasant appartments,sector 14,1.7,7391.0,5,5,2,2  ,old property,1895.9498700623699,1600.0,2300.0,1,0,1,1,0,1
flat,ansal heights 86,sector 86,1.3,4666.0,4,6,2,11  ,new Property,2786.0,1600.0,1254.0,0,1,0,0,1,2
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,16960.0,3,3,3,9  ,relativelt new,1895.9498700623699,1852.0,1250.0,0,0,0,0,0,2
flat,puri the aravallis,sector 61,3.9,33209.0,3,4,3,33  ,under construction,1895.9498700623699,1600.0,1249.65,0,1,0,0,0,2
flat,the close north,nirvana country,3.0,11516.0,3,3,3,14  ,old property,2605.0,1600.0,1254.0,0,1,0,0,0,0
flat,smart world orchard,sector 61,2.2,14202.0,3,3,2,4  ,new Property,1895.9498700623699,1600.0,1549.0,0,0,0,0,0,2
flat,emaar gurgaon greens,sector 102,1.35,8181.0,3,3,3,5  ,relativelt new,1650.0,1600.0,1022.58,0,1,0,0,0,2
flat,godrej nature plus,sector-33 sohna,1.67,10500.0,3,2,2,18  ,under construction,1895.9498700623699,1600.0,1671.0,0,0,0,0,0,2
flat,landmark the residency,sector 103,0.9,6666.0,2,2,2,1  ,relativelt new,1350.0,1600.0,1254.0,0,0,0,0,0,2
flat,m3m capital,sector 113,2.37,11500.0,4,4,3,20  ,under construction,1895.9498700623699,2060.0,1600.0,1,0,0,0,0,2
flat,emaar imperial gardens,sector 102,1.98,9900.0,3,3,3,9  ,relativelt new,1895.9498700623699,1600.0,2000.0,0,1,0,0,0,0
flat,dlf belvedere towers,dlf phase 2,3.7,17619.0,4,4,3,18  ,old property,1895.9498700623699,1600.0,2100.0,0,1,0,0,0,0
flat,m3m crown,sector 111,4.67,17000.0,4,4,3,8  ,under construction,1895.9498700623699,1600.0,2750.0,0,0,0,0,0,2
flat,godrej,sector 79,1.29,8206.0,2,2,3,4  ,new Property,1572.0,1600.0,1254.0,0,0,0,0,0,2
flat,central park resorts,sector 48,3.65,15240.0,3,3,3,9  ,relativelt new,1870.0,1869.0,1254.0,0,0,0,0,1,0
flat,sukhshanti apartment,sector 56,1.7,7727.0,3,3,3,4  ,moderately old,1895.9498700623699,2200.0,1610.0,1,0,0,0,0,2
flat,m3m golfestate,sector 65,6.15,15998.0,3,5,3,1  ,relativelt new,1895.9498700623699,1600.0,3844.0,0,1,0,0,0,1
flat,bestech park view residency,palam vihar,1.4,7865.0,3,3,3,6  ,old property,1780.0,1600.0,1254.0,0,0,0,0,0,1
flat,ss almeria,sector 84,1.48,7400.0,3,3,2,1  ,new Property,2000.0,1600.0,1294.0,0,1,1,0,0,0
flat,ireo victory valley,sector 67,3.49,13000.0,3,3,3,19  ,relativelt new,1895.9498700623699,1600.0,2452.0,0,1,0,0,0,2
flat,emaar digihomes,sector 62,2.15,14257.0,2,2,3,31  ,under construction,1895.9498700623699,1600.0,1508.0,0,0,0,0,0,2
flat,dlf carlton estate,dlf phase 5,2.0,14214.0,3,3,2,5  ,moderately old,1407.0,1600.0,1254.0,0,0,0,0,0,2
flat,signature global park,sohna,0.54,7248.0,2,1,3,1  ,new Property,1895.9498700623699,1600.0,745.0,0,0,0,0,0,2
flat,railway officers rpf society,sector 9a,1.25,6921.0,4,3,3,1  ,old property,1895.9498700623699,1600.0,1806.0,0,1,0,0,0,0
flat,godrej air,sector 85,1.05,10603.0,2,2,1,15  ,under construction,1895.9498700623699,97.0,92.0,0,0,0,0,0,2
flat,emaar mgf palm hills,sector 77,1.25,8620.0,3,4,3,1  ,relativelt new,1895.9498700623699,1600.0,1450.0,0,1,0,0,0,0
flat,maruti vihar,sector 28,1.0,9090.0,1,1,1,1  ,old property,1100.0,1600.0,1254.0,1,0,0,1,0,0
flat,vasant appartments,sector 14,1.7,7391.0,5,5,2,2  ,old property,1895.9498700623699,1600.0,2300.0,1,0,1,1,0,1
flat,ansal heights 86,sector 86,1.3,4666.0,4,6,2,11  ,new Property,2786.0,1600.0,1254.0,0,1,0,0,1,2
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,16960.0,3,3,3,9  ,relativelt new,1895.9498700623699,1852.0,1250.0,0,0,0,0,0,2
flat,the close north,nirvana country,3.0,11516.0,3,3,3,14  ,old property,2605.0,1600.0,1254.0,0,1,0,0,0,0
flat,emaar gurgaon greens,sector 102,1.35,8181.0,3,3,3,5  ,relativelt new,1650.0,1600.0,1022.58,0,1,0,0,0,2
flat,landmark the residency,sector 103,0.9,6666.0,2,2,2,1  ,relativelt new,1350.0,1600.0,1254.0,0,0,0,0,0,2
flat,emaar imperial gardens,sector 102,1.98,9900.0,3,3,3,9  ,relativelt new,1895.9498700623699,1600.0,2000.0,0,1,0,0,0,0
flat,dlf belvedere towers,dlf phase 2,3.7,17619.0,4,4,3,18  ,old property,1895.9498700623699,1600.0,2100.0,0,1,0,0,0,0
flat,godrej,sector 79,1.29,8206.0,2,2,3,4  ,new Property,1572.0,1600.0,1254.0,0,0,0,0,0,2
flat,tulip monsella,sector 53,5.6,19363.0,3,3,3,1  ,under construction,2892.0,1600.0,1254.0,0,0,0,0,0,2
flat,sare crescent parc royal greens phase 1,sector 92,1.25,5832.0,4,4,3,20  ,relativelt new,2143.0,1600.0,1254.0,0,1,0,0,0,2
flat,aipl club residences,sector 70a,1.27,9777.0,2,2,3,24  ,relativelt new,1895.9498700623699,1600.0,1304.0,0,0,0,0,1,0
flat,experion the heartsong,sector 108,1.36,6542.0,3,2,3,2  ,relativelt new,1758.0,1600.0,986.0,1,1,0,0,0,0
flat,signature global city,sector 37d,1.0,8160.0,3,3,3,4  ,under construction,1895.9498700623699,1250.0,915.0,0,0,0,0,0,2
flat,bestech park view city,sector 48,4.25,9334.0,4,5,3,14  ,moderately old,4553.0,1600.0,1254.0,1,0,0,0,0,0
flat,emaar palm gardens,sector 83,1.8,9473.0,3,3,3,9  ,relativelt new,1900.0,1600.0,1254.0,0,0,0,0,0,2
flat,chd avenue,sector 71,1.25,6597.0,3,4,2,14  ,relativelt new,1743.0,1600.0,1254.0,1,1,0,1,1,1
flat,mvn athens,sohna,0.27,5897.0,2,2,1,4  ,relativelt new,1895.9498700623699,1600.0,457.81,0,0,0,0,1,0
flat,mahindra luminare,sector 59,5.5,18181.0,3,3,1,26  ,under construction,3025.0,1600.0,1254.0,0,1,0,0,0,2
flat,raheja navodaya,sector 92,0.85,4271.0,3,3,3,2  ,relativelt new,1990.0,1600.0,1254.0,0,0,0,0,0,2
flat,godrej nature plus,sector-33 sohna,1.07,7725.0,2,2,2,14  ,under construction,1385.0,1600.0,1254.0,0,0,0,0,0,2
flat,m3m urbana,sector 67,0.95,10895.0,1,1,1,17  ,relativelt new,1895.9498700623699,826.0,1254.0,0,0,0,0,0,2
flat,experion the heartsong,sector 108,0.87,11845.0,2,3,3,2  ,relativelt new,1283.0,978.23,734.43,0,1,0,0,0,0
flat,sobha city,sector 108,4.1,23401.0,4,5,3,25  ,new Property,2344.0,2343.0,1752.0,1,1,0,0,0,1
flat,godrej nature plus,sector-33 sohna,1.27,9182.0,2,2,3,9  ,under construction,1383.0,1600.0,1254.0,0,0,0,0,0,2
flat,smart world orchard,sector 61,1.47,12782.0,2,2,2,4  ,under construction,1895.9498700623699,1600.0,1150.0,1,0,0,0,0,2
flat,emaar mgf the palm drive,sector 66,3.45,15681.0,3,4,3,6  ,relativelt new,2200.0,2000.0,1800.0,0,1,0,0,0,0
flat,bestech park view residency,palam vihar,1.18,7539.0,2,2,3,5  ,old property,1565.0,1600.0,1254.0,1,0,0,0,0,2
flat,bestech park view residency,palam vihar,1.55,8072.0,3,4,3,4  ,old property,1920.0,1600.0,1254.0,0,1,0,0,0,2
flat,m3m merlin,sector 67,3.39,14376.0,3,4,3,14  ,relativelt new,2358.0,2100.0,2000.0,0,1,0,0,0,0
flat,dlf the skycourt,sector 86,1.54,9221.0,3,3,3,15  ,relativelt new,1929.0,1780.0,1670.0,0,1,0,0,0,2
flat,emaar gurgaon greens,sector 102,1.42,8606.0,3,3,3,7  ,relativelt new,1650.0,1600.0,1022.58,0,1,0,0,0,2
flat,afnhb jalvayu vihar,sector 30,1.3,10000.0,3,3,2,2  ,old property,1500.0,1600.0,1300.0,0,0,0,0,0,2
flat,dlf regency park,dlf phase 4,2.25,14516.0,3,3,2,16  ,old property,1777.0,1700.0,1550.0,0,1,0,0,0,2
flat,ireo victory valley,sector 67,3.5,14583.0,3,4,3,24  ,relativelt new,2698.0,2490.0,2400.0,0,1,0,1,0,0
flat,ambience creacions,sector 22,4.8,19200.0,4,6,3,10  ,new Property,1895.9498700623699,1600.0,2500.0,0,1,0,1,0,1
flat,signature global city 92,sector 92,0.78,8047.0,2,2,2,2  ,new Property,1197.0,1600.0,1254.0,0,0,0,0,0,0
flat,the khushboo cooperative housing society ltd,sector 9a,0.88,4888.0,3,3,2,2  ,old property,1800.0,1600.0,1123.0,0,0,0,0,0,0
flat,adani m2k oyster grande,sector 102,2.6,10007.0,3,3,3,2  ,relativelt new,2598.0,1600.0,1254.0,1,1,1,0,0,2
flat,dlf belvedere towers,dlf phase 2,3.4,13765.0,4,4,3,1  ,old property,1895.9498700623699,1600.0,2470.0,0,1,0,0,0,2
flat,sobha city,sector 108,2.9,14478.0,3,4,2,8  ,new Property,2003.0,1600.0,1254.0,0,0,0,0,0,2
flat,raheja vedaanta,sector 108,0.7,4651.0,2,2,2,12  ,moderately old,1505.0,1600.0,1254.0,0,0,0,0,0,2
flat,dlf the skycourt,sector 86,1.5,9740.0,3,3,3,18  ,relativelt new,1929.0,1780.0,1540.0,1,0,0,0,0,2
flat,suncity vatsal valley,gwal pahari,1.28,9552.0,3,3,3,1  ,relativelt new,1895.9498700623699,1600.0,1340.0,0,0,0,0,0,0
flat,m3m capital,sector 113,2.51,14800.0,3,3,3,2  ,under construction,1695.0,1600.0,1254.0,1,0,0,0,0,2
flat,dlf city plots phase 3,dlf phase 3,6.5,18571.0,4,5,3,3  ,new Property,1895.9498700623699,1600.0,3500.0,0,1,0,0,0,1
flat,unitech heritage city,heritage city,3.63,14500.0,3,3,1,11  ,old property,1895.9498700623699,1600.0,2500.0,0,1,1,0,0,2
flat,bestech altura,sector 79,1.85,8604.0,3,3,3,7  ,new Property,2150.0,1650.0,1350.0,0,1,0,0,0,2
flat,indiabulls centrum park,sector 103,2.45,8521.0,4,6,3,5  ,relativelt new,2875.0,1600.0,1254.0,0,1,0,0,0,2
flat,orris aster court premier,sector 85,1.38,6509.0,3,4,2,6  ,relativelt new,2120.0,1616.0,1254.0,0,1,0,0,0,2
flat,mapsko casa bella,sector 82,3.0,6134.0,4,6,3,25  ,relativelt new,4890.0,1600.0,1254.0,0,1,0,1,0,0
flat,samadhan shri kamal cghs,sector 1,2.01,11426.0,4,4,3,10  ,moderately old,1895.9498700623699,1600.0,1760.0,0,0,0,0,0,1
flat,navjyoti apartment,sector 38,2.1,11938.0,4,4,3,10  ,old property,1895.9498700623699,1600.0,1759.0,0,0,0,0,0,1
flat,ambience lagoon,dlf phase 3,4.25,13281.0,3,4,3,3  ,old property,3200.0,1600.0,3156.0,0,1,1,0,0,0
flat,orchid petals,sector 49,2.55,12318.0,3,4,3,8  ,relativelt new,2070.0,2060.0,1760.0,1,0,0,0,0,0
flat,friends apartment,sector 52,2.0,8510.0,4,3,3,5  ,moderately old,2350.0,1600.0,1850.0,0,1,0,0,0,1
flat,the close south,nirvana country,3.25,12810.0,3,4,3,4  ,old property,1895.9498700623699,1600.0,2537.0,0,1,0,0,0,0
flat,hero homes,dwarka expressway,1.6,7825.0,3,3,3,1  ,new Property,1689.0,1600.0,1254.0,0,0,0,0,0,2
flat,bestech park view residency,palam vihar,1.5,7825.0,3,4,3,10  ,moderately old,1920.0,1600.0,1254.0,0,1,0,0,0,2
flat,sobha city,sector 108,3.75,14938.0,3,3,2,16  ,new Property,2343.0,1600.0,1254.0,0,1,0,0,0,2
flat,bestech park view residency,palam vihar,0.95,6709.0,2,2,3,10  ,old property,1895.9498700623699,1600.0,1416.0,0,0,0,0,0,0
flat,cghs rail vihar,sector 15,1.4,10769.0,4,3,3,3  ,old property,1895.9498700623699,1600.0,1300.0,0,0,0,0,0,0
flat,dlf the skycourt,sector 86,1.56,8087.0,3,4,3,17  ,relativelt new,1929.0,1580.0,1450.0,0,0,1,0,0,2
flat,emaar gurgaon greens,sector 102,1.35,8181.0,3,3,3,9  ,relativelt new,1650.0,1600.0,1022.58,0,1,0,0,0,2
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,10378.0,2,2,2,11  ,new Property,1349.0,1600.0,1000.0,0,0,0,0,0,0
flat,dlf regency park,dlf phase 4,2.26,13696.0,3,3,2,19  ,old property,1777.0,1700.0,1650.0,0,1,0,0,0,2
flat,eldeco accolade,sector-33 sohna,1.2,8043.0,2,2,2,0,new Property,1895.9498700623699,1492.0,900.0,1,0,0,0,0,2
flat,bptp terra,sector 37d,2.08,10000.0,4,4,3,0,new Property,2443.0,1600.0,1254.0,1,1,0,1,0,2
flat,ss the leaf,sector 85,1.75,7267.0,3,4,3,8  ,relativelt new,2408.0,1600.0,1254.0,0,1,0,0,0,2
flat,ireo victory valley,sector 67,2.99,11832.0,3,3,3,4  ,relativelt new,2527.0,2200.0,2100.0,0,1,0,0,0,0
flat,emaar digihomes,sector 62,2.1,14254.0,2,2,2,30  ,new Property,1508.26,1600.0,1254.0,0,1,0,0,0,2
flat,ireo victory valley,sector 67,2.87,11903.0,3,3,3,16  ,relativelt new,2411.0,1600.0,1808.0,0,1,0,0,0,0
